"X report:","Finance report"
"Generated on:","2020-08-20 00:00:00"
"Total rows:",10000

"From date","08/19/2020 00:00"
"To date","08/19/2020 23:59"
"Report format",CSV

"Numbers in the display are rounded to the nearest hundredth."

Multi-client,"Client Name","Acquirer bank","Movement Date","Movement type","Movement details","Payment Method","Is 3D","Card Type",Country,"Transaction Result","Transaction Id","On Us","Credit Card Last 4 Digit","Client Unique Id",Currency,Amount,"Discount Fee","Transaction Fee","Services Fee",Reserve,"VAT on Fees","Net Amount","Settlement currency","Settlement amount","Settlement reserve","Payout Id"
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T16:25:25.754Z,Declined,Void,MasterCard,Yes,Credit,Azerbaijan,Declined,186495be-b701-4ad0-95b9-9dca33116e47,No,2275,e5dba2b6-91c2-4263-bc50-43ca8b20b943,HUF,8948,-223.7,0.00,0.00,0.00,0.00,8724.3,EUR,25.58,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T20:39:23.926Z,Declined,Sale,MasterCard,No,Debit,Greece,Declined,775340de-41df-45fe-94b2-b00345fd4d74,No,6498,f0b8e819-2c78-49bd-9d9e-f091d10b1b72,HKD,19554,-488.85,0.00,0.00,0.00,0.00,19065.15,EUR,2114.33,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T07:17:57.826Z,Declined,Void,MasterCard,Yes,Credit,Uganda,Declined,98b19d63-3236-4ac5-a6e3-d6160725b05c,No,6289,176786ff-ee9e-48b2-b148-09c38b642cf2,ZAR,6680,-167,0.00,0.00,0.00,0.00,6513,EUR,325.56,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T10:33:34.590Z,Sales,Settle,MasterCard,No,Credit,Grenada,Approved,c1617927-5639-440d-a07e-cade1526ec13,No,3897,a6739ac9-7c75-4bdb-969d-dfb5d77dd2c7,ZAR,13624,-340.6,0.00,0.00,0.00,0.00,13283.4,EUR,663.99,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T00:44:23.896Z,Sales,Settle,MasterCard,No,Debit,Grenada,Approved,35f8ca76-31a3-4c39-93c8-d2ac90210d4d,No,3466,a19ef210-5979-4ae2-8aac-a8896698b130,IDR,7730,-193.25,0.00,0.00,0.00,0.00,7536.75,EUR,0.44,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T13:34:35.790Z,Declined,Void,MasterCard,No,Debit,Spain,Declined,f9e5048f-bfdf-47f5-bb8c-620cc27a68fb,No,2900,a2116301-6bfa-4cfa-86ff-cbd891b28570,SEK,17314,-432.85,0.00,0.00,0.00,0.00,16881.15,EUR,1678.69,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T10:46:43.445Z,Declined,Sale,Visa,No,Debit,Barbados,Declined,f88687b8-9b45-44cf-b028-bcb94846ab24,No,5849,f5e05f53-54aa-47af-99e9-bb874d7cb133,JPY,18040,-451,0.00,0.00,0.00,0.00,17589,EUR,143.47,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T08:10:13.708Z,Sales,Settle,MasterCard,Yes,Credit,Ghana,Approved,3d109f86-5130-441f-9e11-dd86821c3195,No,6204,e8f1e88b-a3ad-4833-ab13-7993c74201f0,RON,19122,-478.05,0.00,0.00,0.00,0.00,18643.95,EUR,3950.58,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T21:33:00.834Z,Declined,Void,MasterCard,Yes,Debit,Tonga,Declined,693549c0-6202-4409-867c-ec4d4150d623,No,7524,6047b89d-ce8b-4aa7-b96f-05505a9152fb,ZAR,15762,-394.05,0.00,0.00,0.00,0.00,15367.95,EUR,768.19,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T00:54:12.038Z,Declined,Void,MasterCard,No,Debit,Hungary,Declined,e288ffbb-efd6-49ea-be79-9313c4c75177,No,1298,2c89f005-9695-41a0-92fc-08ccdba473c4,DKK,17182,-429.55,0.00,0.00,0.00,0.00,16752.45,EUR,2307.76,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T00:52:08.506Z,Declined,Void,MasterCard,No,Credit,Uruguay,Declined,ea3cab91-fda0-49fc-aa16-c02e592af375,No,5909,ddc0f9f0-9a79-4cf8-9ba0-4f9591c01beb,GBP,12106,-302.65,0.00,0.00,0.00,0.00,11803.35,EUR,13399.75,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T08:35:34.510Z,Declined,Sale,Visa,No,Credit,Panama,Declined,e0ccd068-0c3a-41b1-9db5-73c603ee03f9,No,2388,2801723f-5f24-4789-8c8c-4a632a5dae4a,CZK,8530,-213.25,0.00,0.00,0.00,0.00,8316.75,EUR,326.59,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T11:51:19.621Z,Declined,Void,Visa,Yes,Credit,Lithuania,Declined,4cdea325-10c4-4fea-80d3-1ee24ec8a4a1,No,4886,e6b7a42c-f306-4228-91ff-604441dd85c4,ZAR,18560,-464,0.00,0.00,0.00,0.00,18096,EUR,904.56,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T07:23:14.039Z,Declined,Void,MasterCard,Yes,Credit,Czechia,Declined,46392c92-5ce7-47fa-9a62-b353f62253b2,No,7765,7c515fab-8ece-4c43-b5f2-5c56246df6a4,HKD,7444,-186.1,0.00,0.00,0.00,0.00,7257.9,EUR,804.9,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T16:06:17.707Z,Declined,Void,MasterCard,Yes,Debit,Timor-Leste,Declined,4e23c012-373f-4d71-a199-3bc12c04c7bd,No,9259,3d6537be-6c0b-47cd-bd91-4408689f3116,IDR,4264,-106.6,0.00,0.00,0.00,0.00,4157.4,EUR,0.24,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T15:00:11.423Z,Declined,Void,Visa,No,Debit,Nigeria,Declined,fd2d991c-c77a-4a98-834b-cede0c24b97c,No,3741,c63550c4-2919-41c5-9bbe-9ae43c0f1471,PHP,6156,-153.9,0.00,0.00,0.00,0.00,6002.1,EUR,106.3,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T13:16:32.480Z,Declined,Void,Visa,Yes,Debit,Vietnam,Declined,519e18f9-5fcd-4ac7-9b78-f8bc07cd729a,No,4076,a4f60da0-8a36-47a6-b710-b54352dae2ae,IDR,7004,-175.1,0.00,0.00,0.00,0.00,6828.9,EUR,0.4,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T15:47:36.109Z,Declined,Void,MasterCard,Yes,Credit,Cyprus,Declined,6173fb90-023f-4120-a4a4-bbf45d8b2338,No,8016,ff75f93f-e473-4ddf-8fb4-f9fb9081814d,GBP,9622,-240.55,0.00,0.00,0.00,0.00,9381.45,EUR,10650.29,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T06:48:17.681Z,Declined,Void,MasterCard,Yes,Debit,Kenya,Declined,015f8006-e5bf-429a-9a1d-441295a47747,No,8866,0e21a0ab-7fd0-4da3-9f11-98d51d284669,HKD,7848,-196.2,0.00,0.00,0.00,0.00,7651.8,EUR,848.59,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T21:00:05.861Z,Declined,Void,Visa,Yes,Debit,Belize,Declined,66666fd4-ba3b-4541-bc8e-65b7476438c2,No,9962,54eaf1b6-cb7d-4352-a734-b68e9ab1abf8,USD,8146,-203.65,0.00,0.00,0.00,0.00,7942.35,EUR,6826.45,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T07:59:02.796Z,Declined,Void,MasterCard,No,Debit,Liberia,Declined,bd682dd2-eac2-4bbc-9bd6-2d78460fb4d4,No,6536,d9f285ed-0205-4b41-b8ac-445764fd4986,GBP,12390,-309.75,0.00,0.00,0.00,0.00,12080.25,EUR,13714.1,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T02:36:30.795Z,Sales,Settle,MasterCard,Yes,Credit,Tanzania, United Republic of,Approved,12b246ef-ced6-41ac-b2ad-7d64e969034a,No,4385,f22238b0-413b-497e-b972-7850609609bd,AUD,6764,-169.1,0.00,0.00,0.00,0.00,6594.9,EUR,4117.36,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-18T23:37:05.655Z,Declined,Sale,MasterCard,No,Debit,Kosovo,Declined,7625ee8c-06ff-4cc8-8ef1-3b25eb0d5d0a,No,8511,22b7f1c9-bc1a-48ea-9f18-d6683ced44ae,ZAR,14192,-354.8,0.00,0.00,0.00,0.00,13837.2,EUR,691.68,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T07:22:02.046Z,Declined,Auth,Visa,No,Credit,New Zealand,Declined,06a97a64-8541-4bea-b3cc-f2660406aec8,No,8541,e459fc23-9b94-47e2-a00c-9f11373de168,CAD,14954,-373.85,0.00,0.00,0.00,0.00,14580.15,EUR,9532.13,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T08:36:01.554Z,Declined,Sale,Visa,Yes,Credit,Ghana,Declined,bae047b7-6eac-4bcf-8252-76d3a2de9464,No,1331,3fee1a1e-e43e-413c-be74-3d9bc72581e7,HUF,13978,-349.45,0.00,0.00,0.00,0.00,13628.55,EUR,39.96,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T07:30:36.569Z,Declined,Void,Visa,Yes,Debit,Barbados,Declined,e3d596ee-2a85-466a-a20e-55f8f2b084fd,No,3590,e357fa5f-bd53-4037-8fd1-f75461d12334,RON,8498,-212.45,0.00,0.00,0.00,0.00,8285.55,EUR,1755.68,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T22:28:00.282Z,Declined,Void,MasterCard,No,Credit,Belize,Declined,ce002ba1-afb6-4c96-8943-1bd8818e3250,No,8991,90c42a36-b075-491e-96c4-a41751d8f486,DKK,2534,-63.35,0.00,0.00,0.00,0.00,2470.65,EUR,340.35,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T05:02:47.417Z,Declined,Void,MasterCard,Yes,Debit,Albania,Declined,8ee8f906-e246-4d8d-a714-70c9c0328560,No,1115,6a89d733-7249-4bdc-b83d-dee2fd33f2d3,SEK,12288,-307.2,0.00,0.00,0.00,0.00,11980.8,EUR,1191.39,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T09:14:01.666Z,Declined,Void,MasterCard,Yes,Debit,Dominican Republic,Declined,cdf4bdd1-cef7-4908-93e0-3cbcfb2a258d,No,7393,4589a5b6-7e26-4952-8b17-3943b34730c0,ISK,18558,-463.95,0.00,0.00,0.00,0.00,18094.05,EUR,114.56,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T05:36:58.037Z,Declined,Void,MasterCard,No,Credit,Lithuania,Declined,671520d8-f6b3-4895-96f4-1a6f809462ba,No,1554,bb94be41-17fc-412e-a162-47db410d60d2,CZK,11242,-281.05,0.00,0.00,0.00,0.00,10960.95,EUR,430.43,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T09:29:32.811Z,Declined,Sale,Visa,Yes,Credit,Dominican Republic,Declined,ae5a534c-e396-47eb-a37b-7b2ce68598b5,No,9549,33161d6e-d050-4d37-9b9d-073e1abd1d41,RON,19506,-487.65,0.00,0.00,0.00,0.00,19018.35,EUR,4029.92,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T03:37:11.520Z,Declined,Void,MasterCard,No,Credit,South Sudan,Declined,8318bf19-fc2f-42c1-92ca-ba1bcfc7b78e,No,3551,ce4688b4-7a15-4338-8394-a8033d82b4b8,DKK,14188,-354.7,0.00,0.00,0.00,0.00,13833.3,EUR,1905.63,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T08:40:15.001Z,Declined,Void,Visa,No,Credit,Belgium,Declined,6705d939-58f6-4807-888b-08d983d7a28e,No,8205,8b7dff46-e603-4e92-bdb0-40082c1862d7,GBP,4106,-102.65,0.00,0.00,0.00,0.00,4003.35,EUR,4544.8,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T18:28:18.651Z,Declined,Void,Visa,Yes,Debit,Greece,Declined,20d10603-8639-4fe9-83d9-3ea77dabd545,No,4764,68e3b3f5-bad7-42a6-9945-de09e506b7b5,JPY,986,-24.65,0.00,0.00,0.00,0.00,961.35,EUR,7.84,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T01:00:49.026Z,Declined,Sale,Visa,Yes,Credit,Micronesia (Federated States of),Declined,0065fcc0-4dec-4aec-9b8f-65f5f1d434b1,No,5432,814c72da-f276-474e-bb3c-9d57f39daaa4,AUD,14802,-370.05,0.00,0.00,0.00,0.00,14431.95,EUR,9010.23,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T14:23:37.792Z,Sales,Settle,MasterCard,No,Debit,Kazakhstan,Approved,4dca7cb3-6368-44cc-80d2-c02fefb3e783,No,3513,7c1948a0-9703-4b4f-bea9-deecc5f9634d,TRY,5898,-147.45,0.00,0.00,0.00,0.00,5750.55,EUR,671.87,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T03:11:06.486Z,Declined,Void,Visa,No,Credit,Jamaica,Declined,e296f1e8-b77d-4800-8f55-ceab7ef07bc2,No,9861,a6521813-5dd7-414f-ad55-c2e603c4676b,GBP,10168,-254.2,0.00,0.00,0.00,0.00,9913.8,EUR,11254.64,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T11:35:47.205Z,Declined,Void,Visa,Yes,Debit,Netherlands,Declined,2c79de1c-faac-4d1d-8105-f6c4d863f12b,No,7818,9667fc93-a882-4173-a917-3f582bb36109,CZK,13490,-337.25,0.00,0.00,0.00,0.00,13152.75,EUR,516.5,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T21:15:16.487Z,Declined,Void,MasterCard,No,Debit,Israel,Declined,5d3f4617-245d-49f4-b11a-c2ea8446c210,No,7990,d0cfbda4-9f27-4161-93db-c62fbf967b21,JPY,11828,-295.7,0.00,0.00,0.00,0.00,11532.3,EUR,94.07,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T14:55:20.359Z,Declined,Sale,MasterCard,Yes,Credit,Botswana,Declined,7d4b5394-cc29-40bc-880d-900a94f08f93,No,7362,c78ea55f-6503-4018-9b5c-ed57d03e4628,CAD,14742,-368.55,0.00,0.00,0.00,0.00,14373.45,EUR,9396.99,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T03:54:25.827Z,Declined,Void,MasterCard,No,Credit,Serbia,Declined,4736bc7b-9333-4f3f-b2f0-bad99226feea,No,4584,5cc399ed-0113-4e0f-a443-659af61938fc,ISK,528,-13.2,0.00,0.00,0.00,0.00,514.8,EUR,3.26,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T10:52:29.294Z,Sales,Settle,Visa,Yes,Credit,Namibia,Approved,40e2830d-6677-4475-8771-e2619a5abb92,No,9807,6b4ded5b-f3be-4cc0-8411-7d5fb22a0f5f,AUD,3836,-95.9,0.00,0.00,0.00,0.00,3740.1,EUR,2335.04,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T08:40:01.848Z,Declined,Auth,MasterCard,Yes,Credit,Papua New Guinea,Declined,4b6d12be-0ec2-4a0d-aae6-22974fe7bc96,No,9873,c40ea494-2d1d-4cf0-aed3-b0e4a0450fa6,USD,19236,-480.9,0.00,0.00,0.00,0.00,18755.1,EUR,16120,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T19:18:04.355Z,Declined,Void,MasterCard,No,Debit,Jamaica,Declined,b421285f-ac19-4f2b-b51d-db4ecf63d0ae,No,1536,5fd4a442-7ad8-4997-b00d-7f01334e86cb,AUD,11048,-276.2,0.00,0.00,0.00,0.00,10771.8,EUR,6725.1,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T04:09:21.599Z,Sales,Settle,Visa,No,Debit,Georgia,Approved,f6abdda2-53ef-4e4e-adb0-04fb5e12ef8b,No,7921,2ec09829-3fe7-4be3-9fdf-7ba18b5987e1,HKD,8344,-208.6,0.00,0.00,0.00,0.00,8135.4,EUR,902.22,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T06:57:58.838Z,Declined,Void,Visa,No,Credit,Germany,Declined,af83ad60-37b0-4c1a-b773-cc081797b2e0,No,7897,7cdd5948-e5ea-4578-9744-68de737d95ae,DKK,2482,-62.05,0.00,0.00,0.00,0.00,2419.95,EUR,333.36,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T14:44:46.483Z,Declined,Void,Visa,No,Debit,Honduras,Declined,2269134b-49b9-4633-866e-5a1be6b16eb0,No,6475,f460899a-1754-495b-b424-952c8c020911,TRY,17992,-449.8,0.00,0.00,0.00,0.00,17542.2,EUR,2049.55,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T13:06:44.395Z,Declined,Auth,Visa,No,Debit,Paraguay,Declined,c41a9715-3b3c-43ff-947b-cf7a776b29a5,No,6425,55c0c881-0811-4d5e-a887-a9690f3511d1,PHP,19956,-498.9,0.00,0.00,0.00,0.00,19457.1,EUR,344.6,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T09:34:31.159Z,Declined,Auth,Visa,Yes,Credit,Kazakhstan,Declined,3a8569da-007b-4873-8cde-4276789fa622,No,5370,499340b2-5be9-4fa0-9b34-9017246e2a02,TRY,9798,-244.95,0.00,0.00,0.00,0.00,9553.05,EUR,1116.14,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T04:54:55.918Z,Declined,Void,Visa,Yes,Debit,Burundi,Declined,f70dc767-bf8e-4418-a5f8-ac007bd436d3,No,6509,15875901-aa82-4aa2-9db8-6a7acfe1db66,ISK,11372,-284.3,0.00,0.00,0.00,0.00,11087.7,EUR,70.2,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T09:32:37.688Z,Declined,Void,Visa,No,Debit,Jamaica,Declined,e4f43242-6832-471d-8ff4-65ce6ecf1854,No,1695,b173dead-f038-44c1-8ae0-a88021441a36,IDR,3978,-99.45,0.00,0.00,0.00,0.00,3878.55,EUR,0.23,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T09:02:05.343Z,Declined,Void,Visa,No,Debit,United Arab Emirates,Declined,6dc398f4-cbcd-48ee-ad19-3381e281b53e,No,1532,f8b994ca-1267-4e34-af03-33e21073d537,AUD,6536,-163.4,0.00,0.00,0.00,0.00,6372.6,EUR,3978.57,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T16:52:47.158Z,Declined,Sale,MasterCard,Yes,Credit,Dominican Republic,Declined,5593df64-d03e-47ee-b3b1-be9f659fb195,No,6166,875c122c-c341-40c8-9efd-78a6aafe4f53,TRY,8120,-203,0.00,0.00,0.00,0.00,7917,EUR,924.99,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T15:25:42.749Z,Declined,Sale,MasterCard,Yes,Debit,Guinea-Bissau,Declined,08f048a8-457f-4669-979f-855aab862ade,No,9337,e68a8412-a599-472b-acb9-2d57a2643133,IDR,570,-14.25,0.00,0.00,0.00,0.00,555.75,EUR,0.03,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T20:40:36.348Z,Declined,Void,MasterCard,Yes,Debit,Azerbaijan,Declined,c168cd61-3169-4b02-adfb-451f711b6caa,No,3123,273178d1-9353-4f9e-be59-f9b71a3de5a8,CZK,10610,-265.25,0.00,0.00,0.00,0.00,10344.75,EUR,406.23,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T13:45:50.216Z,Sales,Settle,Visa,Yes,Debit,Tuvalu,Approved,8df0c048-e9ee-4ff3-8230-65043d3b1af9,No,6995,b159c808-6d3e-475d-b33b-101bc68a52fe,ZAR,3794,-94.85,0.00,0.00,0.00,0.00,3699.15,EUR,184.91,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T14:28:41.316Z,Declined,Void,MasterCard,No,Debit,Congo,Declined,cafa24fd-d473-4b4f-8e69-4b11c2151e08,No,2116,5a962c80-cc23-49de-90ad-454842a46fad,HUF,12994,-324.85,0.00,0.00,0.00,0.00,12669.15,EUR,37.15,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-18T23:51:03.265Z,Declined,Void,MasterCard,Yes,Debit,Australia,Declined,79d05617-8a78-469e-9e65-de8b6a605755,No,6590,1aa9624a-7b72-49d7-a176-3e7b3aafa805,RON,17746,-443.65,0.00,0.00,0.00,0.00,17302.35,EUR,3666.3,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T08:13:13.593Z,Declined,Sale,Visa,Yes,Debit,Burundi,Declined,a0d13170-f916-45bf-ac09-a1145b7cafca,No,9647,f447e523-aec8-4b41-9fb6-9c7cac841b32,TRY,3372,-84.3,0.00,0.00,0.00,0.00,3287.7,EUR,384.12,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T08:06:15.026Z,Declined,Sale,MasterCard,Yes,Credit,Honduras,Declined,660f258c-a1c4-4713-a03d-053bda43e9fb,No,6758,8a2507b5-742b-40a5-a417-01ef7fab76fc,IDR,2788,-69.7,0.00,0.00,0.00,0.00,2718.3,EUR,0.16,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T19:57:26.965Z,Sales,Settle,Visa,No,Debit,Uzbekistan,Approved,c07e30d2-cdea-41ea-9c57-88376006b34c,No,1498,092a70c7-280d-4bcf-83fd-6ce1abd2d477,SEK,58,-1.45,0.00,0.00,0.00,0.00,56.55,EUR,5.62,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T00:16:05.006Z,Declined,Void,MasterCard,No,Credit,United Kingdom,Declined,d86d224e-0af6-4fc9-8eb3-8309b1ed0a07,No,8518,3480d0cd-c318-4944-9d0e-df5de7afe23c,PHP,6468,-161.7,0.00,0.00,0.00,0.00,6306.3,EUR,111.69,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T14:30:40.461Z,Declined,Void,MasterCard,Yes,Debit,St. Vincent & Grenadines,Declined,ea447f13-1a3c-4ff1-a3e0-6c09e26d0116,No,5424,bf4ccc30-90db-43bf-8f44-bd1d36b2eccd,TRY,12268,-306.7,0.00,0.00,0.00,0.00,11961.3,EUR,1397.51,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T14:57:14.532Z,Declined,Sale,MasterCard,Yes,Debit,Iceland,Declined,ddf9a68e-07c4-454d-9d6c-b39227ea40e8,No,5885,1ded44f1-5024-4c63-b683-d2c38c3f6cad,HUF,11528,-288.2,0.00,0.00,0.00,0.00,11239.8,EUR,32.96,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T00:00:09.469Z,Declined,Sale,Visa,Yes,Debit,Luxembourg,Declined,261668ca-a281-4099-a2be-5f112d69a5d1,No,8810,2c97b408-fbb6-4550-bbd3-13ee5ae288b2,SEK,11052,-276.3,0.00,0.00,0.00,0.00,10775.7,EUR,1071.55,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T17:07:28.946Z,Declined,Void,MasterCard,Yes,Credit,Norway,Declined,d36d15ae-b7f5-449e-aa40-32fddeb07427,No,2833,bc3a0792-ce7f-4de0-852f-b31b0bad33fe,IDR,11812,-295.3,0.00,0.00,0.00,0.00,11516.7,EUR,0.67,0.00,
